2019-01-15 00:56:37 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] client channelActive..
2019-01-15 00:56:37 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClient] 客户端已经连接..
2019-01-15 00:56:37 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 回传数据：[head=118,length=38,content={"code":1,"data":"{\"gateid\":\"1\"}"}]
2019-01-15 00:56:38 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 收到数据:{"code":1,"data":"{\"msg\":\"ok\",\"success\":true}"}
2019-01-15 00:56:42 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 回传数据：[head=118,length=267,content={"code":2,"data":"[{\"clientdeviceid\":\"01010001\",\"data\":\"{\\\"humi\\\":\\\"11\\\",\\\"temp\\\":\\\"19\\\"}\",\"devicecode\":\"DHT11\"},{\"clientdeviceid\":\"02010001\",\"data\":\"{\\\"color\\\":\\\"g\\\",\\\"power\\\":\\\"on\\\"}\",\"devicecode\":\"RGBLED\"}]"}]
2019-01-15 00:56:42 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 收到数据:{"code":2,"data":"{\"msg\":\"ok\",\"success\":true}"}
2019-01-15 00:56:47 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 回传数据：[head=118,length=267,content={"code":2,"data":"[{\"clientdeviceid\":\"01010001\",\"data\":\"{\\\"humi\\\":\\\"17\\\",\\\"temp\\\":\\\"10\\\"}\",\"devicecode\":\"DHT11\"},{\"clientdeviceid\":\"02010001\",\"data\":\"{\\\"color\\\":\\\"g\\\",\\\"power\\\":\\\"on\\\"}\",\"devicecode\":\"RGBLED\"}]"}]
2019-01-15 00:56:47 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 收到数据:{"code":2,"data":"{\"msg\":\"ok\",\"success\":true}"}
2019-01-15 00:56:52 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 回传数据：[head=118,length=267,content={"code":2,"data":"[{\"clientdeviceid\":\"01010001\",\"data\":\"{\\\"humi\\\":\\\"18\\\",\\\"temp\\\":\\\"19\\\"}\",\"devicecode\":\"DHT11\"},{\"clientdeviceid\":\"02010001\",\"data\":\"{\\\"color\\\":\\\"g\\\",\\\"power\\\":\\\"on\\\"}\",\"devicecode\":\"RGBLED\"}]"}]
2019-01-15 00:56:52 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 收到数据:{"code":2,"data":"{\"msg\":\"ok\",\"success\":true}"}
2019-01-15 00:56:57 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 回传数据：[head=118,length=267,content={"code":2,"data":"[{\"clientdeviceid\":\"01010001\",\"data\":\"{\\\"humi\\\":\\\"11\\\",\\\"temp\\\":\\\"10\\\"}\",\"devicecode\":\"DHT11\"},{\"clientdeviceid\":\"02010001\",\"data\":\"{\\\"color\\\":\\\"g\\\",\\\"power\\\":\\\"on\\\"}\",\"devicecode\":\"RGBLED\"}]"}]
2019-01-15 00:56:57 [INFO]-[cn.edu.fjjxu.iot.simulator.IotClientHandler] 收到数据:{"code":2,"data":"{\"msg\":\"ok\",\"success\":true}"}
